globaltag = DES19_62_V8::All
HcalTopologyIdealEP::HcalTopologyIdealEP
======================== Opening output file
Begin processing the 1st record. Run 1, Event 1, LumiSection 1 at 18-Feb-2014 20:02:57.056 CET
RPCGeometryESModule :: produce
RPCGeometryESModule :: produce :: 1/4 Get Muon Ideal Geometry Record
%MSG-e Specific:  RPCTiming:timing 18-Feb-2014 20:02:59 CET Run: 1 Event: 1
Could not process q-name of a DDLogicalPart, reason:
No regex-match for namespace=  name=HFFibre.*

SpecPar selection is:
//HFFibre.*

%MSG
RPCGeometryESModule :: produce :: 2/4 Get Muon DDD Constants
RPCGeometryESModule :: produce :: 3/4 Get Muon Numbering Record
in MuonNumberingInitialization::initializeMuonDDDConstants
about to make my new muonDDDConst_
in MuonNumberingInitialization::produce
RPCGeometryESModule :: produce :: 4/4 Build
RPCDetId: 637635609 W+1_RB1out_S09_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637568153 W+1_RB1in_S10_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633689 W+1_RB1in_S10_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637570201 W+1_RB1out_S10_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637635737 W+1_RB1out_S10_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637568281 W+1_RB1in_S11_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633817 W+1_RB1in_S11_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637570329 W+1_RB1out_S11_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637635865 W+1_RB1out_S11_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637568409 W+1_RB1in_S12_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633945 W+1_RB1in_S12_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637570457 W+1_RB1out_S12_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637635993 W+1_RB1out_S12_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637567033 W+1_RB2in_S01_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637599801 W+1_RB2in_S01_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637632569 W+1_RB2in_S01_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637569081 W+1_RB2out_S01_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637634617 W+1_RB2out_S01_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637567161 W+1_RB2in_S02_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637599929 W+1_RB2in_S02_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637632697 W+1_RB2in_S02_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637569209 W+1_RB2out_S02_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637634745 W+1_RB2out_S02_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637567289 W+1_RB2in_S03_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637600057 W+1_RB2in_S03_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637632825 W+1_RB2in_S03_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637569337 W+1_RB2out_S03_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637634873 W+1_RB2out_S03_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637567417 W+1_RB2in_S04_Backward R: 495.302 cm | striplength: 57.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637600185 W+1_RB2in_S04_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637632953 W+1_RB2in_S04_Forward R: 495.302 cm | striplength: 65.7 cm | stripwidth: 2.75556 cm
RPCDetId: 637569465 W+1_RB2out_S04_Backward R: 530.305 cm | striplength: 97.4 cm | stripwidth: 2.95238 cm
RPCDetId: 637635001 W+1_RB2out_S04_Forward R: 530.305 cm | striplength: 105.7 cm | stripwidth: 2.95238 cm
RPCDetId: 637567545 W+1_RB2in_S05_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637600313 W+1_RB2in_S05_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637633081 W+1_RB2in_S05_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637569593 W+1_RB2out_S05_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637635129 W+1_RB2out_S05_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637567673 W+1_RB2in_S06_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637600441 W+1_RB2in_S06_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637633209 W+1_RB2in_S06_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637569721 W+1_RB2out_S06_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637635257 W+1_RB2out_S06_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637567801 W+1_RB2in_S07_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637600569 W+1_RB2in_S07_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637633337 W+1_RB2in_S07_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637569849 W+1_RB2out_S07_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637635385 W+1_RB2out_S07_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637567929 W+1_RB2in_S08_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637600697 W+1_RB2in_S08_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637633465 W+1_RB2in_S08_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637569977 W+1_RB2out_S08_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637635513 W+1_RB2out_S08_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637568057 W+1_RB2in_S09_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637600825 W+1_RB2in_S09_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637633593 W+1_RB2in_S09_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637570105 W+1_RB2out_S09_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637635641 W+1_RB2out_S09_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637568185 W+1_RB2in_S10_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637600953 W+1_RB2in_S10_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637633721 W+1_RB2in_S10_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637570233 W+1_RB2out_S10_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637635769 W+1_RB2out_S10_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637568313 W+1_RB2in_S11_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637601081 W+1_RB2in_S11_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637633849 W+1_RB2in_S11_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637570361 W+1_RB2out_S11_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637635897 W+1_RB2out_S11_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637568441 W+1_RB2in_S12_Backward R: 495.302 cm | striplength: 76.9 cm | stripwidth: 2.75556 cm
RPCDetId: 637601209 W+1_RB2in_S12_Middle R: 495.302 cm | striplength: 79.4 cm | stripwidth: 2.75556 cm
RPCDetId: 637633977 W+1_RB2in_S12_Forward R: 495.302 cm | striplength: 85.2 cm | stripwidth: 2.75556 cm
RPCDetId: 637570489 W+1_RB2out_S12_Backward R: 530.305 cm | striplength: 116.9 cm | stripwidth: 2.95238 cm
RPCDetId: 637636025 W+1_RB2out_S12_Forward R: 530.305 cm | striplength: 125.2 cm | stripwidth: 2.95238 cm
RPCDetId: 637567065 W+1_RB3-_S01_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637571161 W+1_RB3+_S01_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637632601 W+1_RB3-_S01_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637636697 W+1_RB3+_S01_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637567193 W+1_RB3-_S02_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637571289 W+1_RB3+_S02_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637632729 W+1_RB3-_S02_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637636825 W+1_RB3+_S02_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637567321 W+1_RB3-_S03_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637571417 W+1_RB3+_S03_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637632857 W+1_RB3-_S03_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637636953 W+1_RB3+_S03_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637567449 W+1_RB3-_S04_Backward R: 604.804 cm | striplength: 97.4 cm | stripwidth: 3.52381 cm
RPCDetId: 637571545 W+1_RB3+_S04_Backward R: 609.351 cm | striplength: 97.4 cm | stripwidth: 3.52381 cm
RPCDetId: 637632985 W+1_RB3-_S04_Forward R: 604.804 cm | striplength: 105.7 cm | stripwidth: 3.52381 cm
RPCDetId: 637637081 W+1_RB3+_S04_Forward R: 609.351 cm | striplength: 105.7 cm | stripwidth: 3.52381 cm
RPCDetId: 637567577 W+1_RB3-_S05_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637571673 W+1_RB3+_S05_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637633113 W+1_RB3-_S05_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637637209 W+1_RB3+_S05_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637567705 W+1_RB3-_S06_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637571801 W+1_RB3+_S06_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637633241 W+1_RB3-_S06_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637637337 W+1_RB3+_S06_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637567833 W+1_RB3-_S07_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637571929 W+1_RB3+_S07_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637633369 W+1_RB3-_S07_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637637465 W+1_RB3+_S07_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637567961 W+1_RB3-_S08_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637572057 W+1_RB3+_S08_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637633497 W+1_RB3-_S08_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637637593 W+1_RB3+_S08_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637568089 W+1_RB3-_S09_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637572185 W+1_RB3+_S09_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637633625 W+1_RB3-_S09_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637637721 W+1_RB3+_S09_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637568217 W+1_RB3-_S10_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637572313 W+1_RB3+_S10_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637633753 W+1_RB3-_S10_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637637849 W+1_RB3+_S10_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637568345 W+1_RB3-_S11_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637572441 W+1_RB3+_S11_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637633881 W+1_RB3-_S11_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637637977 W+1_RB3+_S11_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637568473 W+1_RB3-_S12_Backward R: 604.804 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637572569 W+1_RB3+_S12_Backward R: 609.351 cm | striplength: 116.9 cm | stripwidth: 3.52381 cm
RPCDetId: 637634009 W+1_RB3-_S12_Forward R: 604.804 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637638105 W+1_RB3+_S12_Forward R: 609.351 cm | striplength: 125.2 cm | stripwidth: 3.52381 cm
RPCDetId: 637567097 W+1_RB4-_S01_Backward R: 730.164 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637571193 W+1_RB4+_S01_Backward R: 704.599 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637632633 W+1_RB4-_S01_Forward R: 730.164 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637636729 W+1_RB4+_S01_Forward R: 704.599 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637567225 W+1_RB4-_S02_Backward R: 730.164 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637571321 W+1_RB4+_S02_Backward R: 704.599 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637632761 W+1_RB4-_S02_Forward R: 730.164 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637636857 W+1_RB4+_S02_Forward R: 704.599 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637567353 W+1_RB4-_S03_Backward R: 730.164 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637571449 W+1_RB4+_S03_Backward R: 704.599 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637632889 W+1_RB4-_S03_Forward R: 730.164 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637636985 W+1_RB4+_S03_Forward R: 704.599 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637567481 W+1_RB4--_S04_Backward R: 742.946 cm | striplength: 97.4 cm | stripwidth: 4.05556 cm
RPCDetId: 637571577 W+1_RB4-_S04_Backward R: 709.749 cm | striplength: 97.4 cm | stripwidth: 4.05556 cm
RPCDetId: 637633017 W+1_RB4--_S04_Forward R: 742.946 cm | striplength: 105.7 cm | stripwidth: 4.05556 cm
RPCDetId: 637637113 W+1_RB4-_S04_Forward R: 709.749 cm | striplength: 105.7 cm | stripwidth: 4.05556 cm
RPCDetId: 637575673 W+1_RB4+_S04_Backward R: 709.749 cm | striplength: 97.4 cm | stripwidth: 4.05556 cm
RPCDetId: 637579769 W+1_RB4++_S04_Backward R: 742.946 cm | striplength: 97.4 cm | stripwidth: 4.05556 cm
RPCDetId: 637641209 W+1_RB4+_S04_Forward R: 709.749 cm | striplength: 105.7 cm | stripwidth: 4.05556 cm
RPCDetId: 637645305 W+1_RB4++_S04_Forward R: 742.946 cm | striplength: 105.7 cm | stripwidth: 4.05556 cm
RPCDetId: 637567609 W+1_RB4-_S05_Backward R: 704.599 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637571705 W+1_RB4+_S05_Backward R: 730.164 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637633145 W+1_RB4-_S05_Forward R: 704.599 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637637241 W+1_RB4+_S05_Forward R: 730.164 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637567737 W+1_RB4-_S06_Backward R: 704.599 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637571833 W+1_RB4+_S06_Backward R: 730.164 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637633273 W+1_RB4-_S06_Forward R: 704.599 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637637369 W+1_RB4+_S06_Forward R: 730.164 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637567865 W+1_RB4-_S07_Backward R: 704.599 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637571961 W+1_RB4+_S07_Backward R: 730.164 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637633401 W+1_RB4-_S07_Forward R: 704.599 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637637497 W+1_RB4+_S07_Forward R: 730.164 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637572089 W+1_RB4+_S08_Backward R: 724.003 cm | striplength: 116.9 cm | stripwidth: 4.11111 cm
RPCDetId: 637567993 W+1_RB4-_S08_Backward R: 704.599 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637637625 W+1_RB4+_S08_Forward R: 724.003 cm | striplength: 125.2 cm | stripwidth: 4.11111 cm
RPCDetId: 637633529 W+1_RB4-_S08_Forward R: 704.599 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637568121 W+1_RB4_S09_Backward R: 707.025 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637633657 W+1_RB4_S09_Forward R: 707.025 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637568249 W+1_RB4-_S10_Backward R: 717.311 cm | striplength: 116.9 cm | stripwidth: 4.13333 cm
RPCDetId: 637633785 W+1_RB4-_S10_Forward R: 717.311 cm | striplength: 125.2 cm | stripwidth: 4.13333 cm
RPCDetId: 637572345 W+1_RB4+_S10_Backward R: 717.311 cm | striplength: 116.9 cm | stripwidth: 4.13333 cm
RPCDetId: 637637881 W+1_RB4+_S10_Forward R: 717.311 cm | striplength: 125.2 cm | stripwidth: 4.13333 cm
RPCDetId: 637568377 W+1_RB4_S11_Backward R: 707.025 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637633913 W+1_RB4_S11_Forward R: 707.025 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637568505 W+1_RB4-_S12_Backward R: 724.003 cm | striplength: 116.9 cm | stripwidth: 4.11111 cm
RPCDetId: 637572601 W+1_RB4+_S12_Backward R: 704.599 cm | striplength: 116.9 cm | stripwidth: 4.125 cm
RPCDetId: 637634041 W+1_RB4-_S12_Forward R: 724.003 cm | striplength: 125.2 cm | stripwidth: 4.11111 cm
RPCDetId: 637638137 W+1_RB4+_S12_Forward R: 704.599 cm | striplength: 125.2 cm | stripwidth: 4.125 cm
RPCDetId: 637567005 W+2_RB1in_S01_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637632541 W+2_RB1in_S01_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637569053 W+2_RB1out_S01_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637634589 W+2_RB1out_S01_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637567133 W+2_RB1in_S02_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637632669 W+2_RB1in_S02_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637569181 W+2_RB1out_S02_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637634717 W+2_RB1out_S02_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637567261 W+2_RB1in_S03_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637632797 W+2_RB1in_S03_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637569309 W+2_RB1out_S03_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637634845 W+2_RB1out_S03_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637567389 W+2_RB1in_S04_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637632925 W+2_RB1in_S04_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637569437 W+2_RB1out_S04_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637634973 W+2_RB1out_S04_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637567517 W+2_RB1in_S05_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633053 W+2_RB1in_S05_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637569565 W+2_RB1out_S05_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637635101 W+2_RB1out_S05_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637567645 W+2_RB1in_S06_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633181 W+2_RB1in_S06_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637569693 W+2_RB1out_S06_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637635229 W+2_RB1out_S06_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637567773 W+2_RB1in_S07_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633309 W+2_RB1in_S07_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637569821 W+2_RB1out_S07_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637635357 W+2_RB1out_S07_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637567901 W+2_RB1in_S08_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633437 W+2_RB1in_S08_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637569949 W+2_RB1out_S08_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637635485 W+2_RB1out_S08_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637568029 W+2_RB1in_S09_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633565 W+2_RB1in_S09_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637570077 W+2_RB1out_S09_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637635613 W+2_RB1out_S09_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637568157 W+2_RB1in_S10_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633693 W+2_RB1in_S10_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637570205 W+2_RB1out_S10_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
RPCDetId: 637635741 W+2_RB1out_S10_Forward R: 449.894 cm | striplength: 125.2 cm | stripwidth: 2.45238 cm
RPCDetId: 637568285 W+2_RB1in_S11_Backward R: 415.38 cm | striplength: 116.9 cm | stripwidth: 2.28889 cm
RPCDetId: 637633821 W+2_RB1in_S11_Forward R: 415.38 cm | striplength: 125.2 cm | stripwidth: 2.28889 cm
RPCDetId: 637570333 W+2_RB1out_S11_Backward R: 449.894 cm | striplength: 116.9 cm | stripwidth: 2.45238 cm
