637566989  20.934
637632525  24.1258
637569037  21.7132
637634573  24.8049
637567117  20.934
637632653  24.1258
637569165  21.7132
637634701  24.8049
637567245  20.934
637632781  24.1258
637569293  21.7132
637634829  24.8049
637567373  20.934
637632909  24.1258
637569421  21.7132
637634957  24.8049
637567501  20.934
637633037  24.1258
637569549  21.7132
637635085  24.8049
637567629  20.934
637633165  24.1258
637569677  21.7132
637635213  24.8049
637567757  20.934
637633293  24.1258
637569805  21.7132
637635341  24.8049
637567885  20.934
637633421  24.1258
637569933  21.7132
637635469  24.8049
637568013  20.934
637633549  24.1258
637570061  21.7132
637635597  24.8049
637568141  20.934
637633677  24.1258
637570189  21.7132
637635725  24.8049
637568269  20.934
637633805  24.1258
637570317  21.7132
637635853  24.8049
637568397  20.934
637633933  24.1258
637570445  21.7132
637635981  24.8049
637567021  22.7863
637632557  25.7495
637569069  23.2092
637601837  24.9901
637634605  27.0144
637567149  22.7863
637632685  25.7495
637569197  23.2092
637601965  24.9901
637634733  27.0144
637567277  22.7863
637632813  25.7495
637569325  23.2092
637602093  24.9901
637634861  27.0144
637567405  22.7863
637632941  25.7495
637569453  23.2092
637602221  24.9901
637634989  27.0144
637567533  22.7863
637633069  25.7495
637569581  23.2092
637602349  24.9901
637635117  27.0144
637567661  22.7863
637633197  25.7495
637569709  23.2092
637602477  24.9901
637635245  27.0144
637567789  22.7863
637633325  25.7495
637569837  23.2092
637602605  24.9901
637635373  27.0144
637567917  22.7863
637633453  25.7495
637569965  23.2092
637602733  24.9901
637635501  27.0144
637568045  22.7863
637633581  25.7495
637570093  23.2092
637602861  24.9901
637635629  27.0144
637568173  22.7863
637633709  25.7495
637570221  23.2092
637602989  24.9901
637635757  27.0144
637568301  22.7863
637633837  25.7495
637570349  23.2092
637603117  24.9901
637635885  27.0144
637568429  22.7863
637633965  25.7495
637570477  23.2092
637603245  24.9901
637636013  27.0144
637567053  25.5587
637571149  25.6786
637632589  28.2324
637636685  28.341
637567181  25.5587
637571277  25.6786
637632717  28.2324
637636813  28.341
637567309  25.5587
637571405  25.6786
637632845  28.2324
637636941  28.341
637567437  25.5587
637571533  25.6786
637632973  28.2324
637637069  28.341
637567565  25.5587
637571661  25.6786
637633101  28.2324
637637197  28.341
637567693  25.5587
637571789  25.6786
637633229  28.2324
637637325  28.341
637567821  25.5587
637571917  25.6786
637633357  28.2324
637637453  28.341
637567949  25.5587
637572045  25.6786
637633485  28.2324
637637581  28.341
637568077  25.5587
637572173  25.6786
637633613  28.2324
637637709  28.341
637568205  25.5587
637572301  25.6786
637633741  28.2324
637637837  28.341
637568333  25.5587
637572429  25.6786
637633869  28.2324
637637965  28.341
637568461  25.5587
637572557  25.6786
637633997  28.2324
637638093  28.341
637567085  28.9733
637571181  28.2602
637632621  31.3572
637636717  30.6995
637567213  28.9733
637571309  28.2602
637632749  31.3572
637636845  30.6995
637567341  28.9733
637571437  28.2602
637632877  31.3572
637636973  30.6995
637567469  29.3326
637571565  28.4033
637633005  31.6895
637637101  30.8313
637575661  28.4033
637579757  29.3326
637641197  30.8313
637645293  31.6895
637567597  28.2602
637571693  28.9733
637633133  30.6995
637637229  31.3572
637567725  28.2602
637571821  28.9733
637633261  30.6995
637637357  31.3572
637567853  28.2602
637571949  28.9733
637633389  30.6995
637637485  31.3572
637572077  28.8008
637567981  28.2602
637637613  31.1978
637633517  30.6995
637568109  28.3276
637633645  30.7615
637568237  28.6138
637633773  31.0254
637572333  28.6138
637637869  31.0254
637568365  28.3276
637633901  30.7615
637568493  28.8008
637572589  28.2602
637634029  31.1978
637638125  30.6995
637566993  15.4489
637632529  17.6235
637569041  16.4893
637634577  18.5423
637567121  15.4489
637632657  17.6235
637569169  16.4893
637634705  18.5423
637567249  15.9045
637632785  17.8263
637569297  16.9169
637634833  18.7352
637567377  15.4489
637632913  17.6235
637569425  16.4893
637634961  18.5423
637567505  15.4489
637633041  17.6235
637569553  16.4893
637635089  18.5423
637567633  15.4489
637633169  17.6235
637569681  16.4893
637635217  18.5423
637567761  15.4489
637633297  17.6235
637569809  16.4893
637635345  18.5423
637567889  15.4489
637633425  17.6235
637569937  16.4893
637635473  18.5423
637568017  15.4489
637633553  17.6235
637570065  16.4893
637635601  18.5423
637568145  15.4489
637633681  17.6235
637570193  16.4893
637635729  18.5423
637568273  15.4489
637633809  17.6235
637570321  16.4893
637635857  18.5423
637568401  15.4489
637633937  17.6235
637570449  16.4893
637635985  18.5423
637567025  17.6346
637599793  18.7156
637632561  20.163
637569073  18.963
637634609  20.7729
637567153  17.6346
637599921  18.7156
637632689  20.163
637569201  18.963
637634737  20.7729
637567281  17.999
637600049  19.0298
637632817  20.3512
637569329  19.336
637634865  20.9453
637567409  17.6346
637600177  18.7156
637632945  20.163
637569457  18.963
637634993  20.7729
637567537  17.6346
637600305  18.7156
637633073  20.163
637569585  18.963
637635121  20.7729
637567665  17.6346
637600433  18.7156
637633201  20.163
637569713  18.963
637635249  20.7729
637567793  17.6346
637600561  18.7156
637633329  20.163
637569841  18.963
637635377  20.7729
637567921  17.6346
637600689  18.7156
637633457  20.163
637569969  18.963
637635505  20.7729
637568049  17.6346
637600817  18.7156
637633585  20.163
637570097  18.963
637635633  20.7729
637568177  17.6346
637600945  18.7156
637633713  20.163
637570225  18.963
637635761  20.7729
637568305  17.6346
637601073  18.7156
637633841  20.163
637570353  18.963
637635889  20.7729
637568433  17.6346
637601201  18.7156
637633969  20.163
637570481  18.963
637636017  20.7729
637567057  21.2999
637571153  21.4436
637632593  22.9261
637636689  23.0596
637567185  21.2999
637571281  21.4436
637632721  22.9261
637636817  23.0596
637567313  21.6326
637571409  21.7741
637632849  23.0824
637636945  23.215
637567441  21.2999
637571537  21.4436
637632977  22.9261
637637073  23.0596
637567569  21.2999
637571665  21.4436
637633105  22.9261
637637201  23.0596
637567697  21.2999
637571793  21.4436
637633233  22.9261
637637329  23.0596
637567825  21.2999
637571921  21.4436
637633361  22.9261
637637457  23.0596
637567953  21.2999
637572049  21.4436
637633489  22.9261
